RequestID;SubmitTime;Duration;DataProcessed;Submitter;Status;SessionID;DataProcessedGB
55663355;7/21/21, 11:23:31 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55663149;7/21/21, 11:23:30 PM;0 sec;26.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.026
55662987;7/21/21, 11:23:29 PM;0 sec;19.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.019
55662821;7/21/21, 11:23:28 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55662623;7/21/21, 11:23:26 PM;1 sec;33.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.033
55662350;7/21/21, 11:23:25 PM;1 sec;23.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.023
55662142;7/21/21, 11:23:25 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55661949;7/21/21, 11:23:21 PM;3 sec;22.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.022
55661670;7/21/21, 11:23:20 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55660245;7/21/21, 11:23:19 PM;1 sec;23.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.023
55659695;7/21/21, 11:23:18 PM;1 sec;29.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.029
55658711;7/21/21, 11:23:16 PM;1 sec;40.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.04
55658390;7/21/21, 11:23:15 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55658211;7/21/21, 11:23:11 PM;3 sec;41.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.041
55657887;7/21/21, 11:23:09 PM;2 sec;21.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.021
55657669;7/21/21, 11:23:07 PM;1 sec;12.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.012
55657085;7/21/21, 11:23:03 PM;3 sec;67.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.067
55656849;7/21/21, 11:23:02 PM;1 sec;15.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.015
55656554;7/21/21, 11:23:00 PM;1 sec;85.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.085
55655934;7/21/21, 11:22:59 PM;0 sec;32.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.032
55655706;7/21/21, 11:22:57 PM;1 sec;68.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.068
55655350;7/21/21, 11:22:56 PM;1 sec;55.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.055
55654899;7/21/21, 11:22:54 PM;1 sec;40.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.04
55653733;7/21/21, 11:22:52 PM;2 sec;111.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.111
55651411;7/21/21, 11:22:50 PM;2 sec;83.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.083
55649027;7/21/21, 11:22:48 PM;1 sec;16.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.016
55646127;7/21/21, 11:22:43 PM;5 sec;90.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.09
55645759;7/21/21, 11:22:40 PM;1 sec;37.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.037
55645436;7/21/21, 11:22:39 PM;1 sec;28.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.028
55642777;7/21/21, 11:22:36 PM;2 sec;16.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.016
55642442;7/21/21, 11:22:35 PM;1 sec;55.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.055
55639955;7/21/21, 11:22:30 PM;4 sec;107.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.107
55639657;7/21/21, 11:22:29 PM;0 sec;35.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.035
55637073;7/21/21, 11:22:20 PM;8 sec;200.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.2
55634588;7/21/21, 11:22:18 PM;1 sec;15.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.015
55633613;7/21/21, 11:22:18 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55633406;7/21/21, 11:22:16 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55632975;7/21/21, 11:22:14 PM;1 sec;40.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.04
55632479;7/21/21, 11:22:13 PM;1 sec;18.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.018
55632082;7/21/21, 11:22:11 PM;1 sec;155.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.155
55631711;7/21/21, 11:22:08 PM;2 sec;41.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.041
55631240;7/21/21, 11:22:06 PM;1 sec;20.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.02
55631053;7/21/21, 11:22:04 PM;2 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55630568;7/21/21, 11:22:03 PM;0 sec;15.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.015
55630342;7/21/21, 11:22:02 PM;1 sec;20.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.02
55630183;7/21/21, 11:22:00 PM;1 sec;31.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.031
55629992;7/21/21, 11:21:59 PM;1 sec;16.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.016
55629726;7/21/21, 11:21:58 PM;1 sec;68.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.068
55629313;7/21/21, 11:21:56 PM;1 sec;39.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.039
55619311;7/21/21, 11:21:44 PM;12 sec;89.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.089
55618324;7/21/21, 11:21:42 PM;1 sec;47.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.047
55617708;7/21/21, 11:21:41 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55616614;7/21/21, 11:21:38 PM;2 sec;65.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.065
55615122;7/21/21, 11:21:37 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55614747;7/21/21, 11:21:36 PM;0 sec;20.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.02
55614336;7/21/21, 11:21:35 PM;1 sec;13.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.013
55612701;7/21/21, 11:21:34 PM;1 sec;80.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.08
55612387;7/21/21, 11:21:31 PM;2 sec;29.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.029
55612063;7/21/21, 11:21:30 PM;1 sec;50.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.05
55611870;7/21/21, 11:21:28 PM;1 sec;41.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.041
55611612;7/21/21, 11:21:25 PM;3 sec;23.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.023
55611284;7/21/21, 11:21:23 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55611014;7/21/21, 11:21:22 PM;1 sec;38.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.038
55609932;7/21/21, 11:21:19 PM;2 sec;65.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.065
55608362;7/21/21, 11:21:17 PM;1 sec;25.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.025
55608041;7/21/21, 11:21:15 PM;1 sec;206.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.206
55607753;7/21/21, 11:21:13 PM;2 sec;37.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.037
55607508;7/21/21, 11:21:08 PM;5 sec;34.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.034
55607294;7/21/21, 11:21:05 PM;2 sec;39.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.039
55606988;7/21/21, 11:21:04 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55606324;7/21/21, 11:21:02 PM;1 sec;112.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.112
55605775;7/21/21, 11:21:01 PM;1 sec;54.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.054
55605590;7/21/21, 11:20:58 PM;1 sec;43.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.043
55605418;7/21/21, 11:20:58 PM;0 sec;14.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.014
55605243;7/21/21, 11:20:56 PM;1 sec;25.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.025
55604993;7/21/21, 11:20:54 PM;2 sec;49.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.049
55602265;7/21/21, 11:20:51 PM;2 sec;26.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.026
55600690;7/21/21, 11:20:50 PM;1 sec;39.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.039
55599196;7/21/21, 11:20:49 PM;1 sec;11.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.011
55597132;7/21/21, 11:20:45 PM;3 sec;133.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.133
55593972;7/21/21, 11:20:43 PM;2 sec;59.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.059
55593700;7/21/21, 11:20:42 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55593534;7/21/21, 11:20:38 PM;3 sec;141.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.141
55591799;7/21/21, 11:20:35 PM;3 sec;28.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.028
55590331;7/21/21, 11:20:30 PM;4 sec;48.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.048
55590119;7/21/21, 11:20:27 PM;2 sec;80.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.08
55589714;7/21/21, 11:20:24 PM;3 sec;201.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.201
55588964;7/21/21, 11:20:22 PM;1 sec;13.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.013
55587875;7/21/21, 11:20:19 PM;3 sec;21.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.021
55587537;7/21/21, 11:20:18 PM;0 sec;11.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.011
55587319;7/21/21, 11:20:18 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55586978;7/21/21, 11:20:17 PM;0 sec;46.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.046
55586900;7/21/21, 11:20:17 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55586830;7/21/21, 11:20:17 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55586746;7/21/21, 11:20:16 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55586676;7/21/21, 11:20:16 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55586598;7/21/21, 11:20:16 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55586525;7/21/21, 11:20:14 PM;1 sec;121.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.121
55586447;7/21/21, 11:20:14 PM;0 sec;17.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.017
55586377;7/21/21, 11:20:13 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55586377;7/21/21, 11:20:13 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55586299;7/21/21, 11:20:13 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55586229;7/21/21, 11:20:13 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55586150;7/21/21, 11:20:13 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55585620;7/21/21, 11:20:12 PM;0 sec;38.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.038
55585542;7/21/21, 11:20:12 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55585472;7/21/21, 11:20:11 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55585394;7/21/21, 11:20:11 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55585324;7/21/21, 11:20:10 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55585246;7/21/21, 11:20:10 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55585176;7/21/21, 11:20:09 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55583927;7/21/21, 11:20:08 PM;1 sec;98.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.098
55583808;7/21/21, 11:20:07 PM;0 sec;12.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.012
55582918;7/21/21, 11:20:07 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55582494;7/21/21, 11:20:07 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55565301;7/21/21, 11:19:32 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55565086;7/21/21, 11:19:30 PM;1 sec;26.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.026
55564923;7/21/21, 11:19:29 PM;0 sec;19.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.019
55564757;7/21/21, 11:19:29 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55564536;7/21/21, 11:19:26 PM;2 sec;33.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.033
55563851;7/21/21, 11:19:25 PM;1 sec;23.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.023
55563293;7/21/21, 11:19:24 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55562272;7/21/21, 11:19:22 PM;2 sec;22.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.022
55561879;7/21/21, 11:19:21 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55561613;7/21/21, 11:19:20 PM;1 sec;23.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.023
55559503;7/21/21, 11:19:12 PM;8 sec;29.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.029
55558526;7/21/21, 11:19:10 PM;1 sec;40.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.04
55558204;7/21/21, 11:19:09 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55557990;7/21/21, 11:19:04 PM;5 sec;43.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.043
55557506;7/21/21, 11:19:02 PM;2 sec;21.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.021
55557294;7/21/21, 11:19:00 PM;1 sec;12.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.012
55556832;7/21/21, 11:18:56 PM;3 sec;67.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.067
55556657;7/21/21, 11:18:55 PM;0 sec;15.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.015
55556157;7/21/21, 11:18:53 PM;2 sec;85.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.085
55552767;7/21/21, 11:18:51 PM;1 sec;32.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.032
55551727;7/21/21, 11:18:50 PM;1 sec;68.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.068
55548598;7/21/21, 11:18:48 PM;2 sec;55.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.055
55547649;7/21/21, 11:18:47 PM;1 sec;40.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.04
55546980;7/21/21, 11:18:44 PM;2 sec;111.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.111
55544955;7/21/21, 11:18:42 PM;1 sec;83.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.083
55544518;7/21/21, 11:18:41 PM;1 sec;16.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.016
55541699;7/21/21, 11:18:35 PM;5 sec;90.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.09
55539995;7/21/21, 11:18:33 PM;1 sec;37.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.037
55539512;7/21/21, 11:18:31 PM;2 sec;28.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.028
55539311;7/21/21, 11:18:28 PM;2 sec;16.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.016
